Gene ID 1,Gene ID 2
54606,23032
5626,84970
2335,7019
83900,388324
1080,5592
64210,9669
658,7311
1499,5753
10106,479
8353,3309
5493,80714
402665,5987
672,367
9949,11030
110033,6301
4223,4905
10713,23524
80274,80274
99100,10848
6169,6206
51547,11218
2171,7428
23204,29934
10284,56926
8697,117178
1441,7311
6606,54960
3215,57159
943,7188
813,9374
77805,146057
5170,51530
3054,6880
8945,79096
57007,498
7158,6390
7022,4609
51690,6426
22913,9775
27339,55094
3655,682
340156,11140
55832,1933
66489,9328
225523,123811
1514,3576
216274,9657
3608,56993
22864,375791
1946,2044
10447,5898
6205,6167
5092,57579
20174,6830
138428,171483
9618,9737
10465,6631
80254,9126
4738,3858
84456,140459
10383,6303
7336,9736
64928,64975
8886,25873
54700,854518
2099,1653
10528,4670
17913,51512
55754,8829
12704,5562
64781,83896
10419,1503
9146,349114
3009,8290
9113,83737
7428,6175
7347,51617
79364,6095
10149,84656
155871,5930
6598,7448
851810,10847
27302,90993
51295,348
6258,816
6697,4282
23363,53981
6386,55974
80179,10634
10482,9790
1537,4717
9360,80321
57154,17127
587,5730
7316,855135
3297,1387
6472,8930
1994,6294
22893,440295
80854,9869
8110,86
2099,7187
7917,9232
10844,3309
8038,23005
8621,100526737
56893,2697
11165,1627
9670,80714
3185,6137
56647,5888
3781,801
215051,51634
388698,6207
3964,1184
10131,6637
8462,10190
1400,9632
1399,7454
5684,3199
5438,6908
847,3728
85451,1479
90933,351
22144,155435
2810,3849
55501,9469
1408,3311
181244,387
3225,5450
3396,11331
2146,103
6929,4808
790,8717
9730,7316
25927,84916
23385,9092
156,23413
6310,81554
1589,353143
11461,3956
4204,8338
29843,23637
5516,85369
157922,246100
51617,64581
2984,5142
57473,29102
11043,146849
6613,3665
9584,4735
55168,64963
3959,55740
8655,29966
12166,51599
19046,5511
51512,85021
3033,6251
3185,5725
7514,6278
602,6772
6130,72
4637,7414
7278,8517
153241,116840
26227,55246
4188,26511
23604,7046
60491,79077
27229,8216
2130,472
24140,353
990,84126
147,6295
5105,3106
22870,8879
84246,5438
6606,6818
6910,97064
27316,6636
17827,722
4067,5580
2033,8338
55170,478
8907,9463
55643,2597
4171,8332
4222,83746
25949,8896
7248,58524
220717,10376
10075,10480
7468,126961
11064,8481
81910,9652
57418,9733
22890,6232
51112,55165
5987,51157
22832,9652
10189,8220
2010,6714
5534,596
13385,10125
5581,673
2801,9119
90427,4837
23350,3329
4650,801
4843,790
1163,6938
8266,25873
6134,27044
114548,55929
10988,9775
6429,7756
6429,148022
25913,10273
6462,5315
229841,10807
9935,9935
10014,2194
4171,11315
2959,8850
217,3503
6390,7386
5884,54107
4214,7311
131583,5519
9260,286262
23392,5710
57405,7272
5434,6500
56945,51649
10419,10642
6910,7403
53869,115704
801,15516
1797,389834
7205,5034
54165,23214
69253,1738
4665,79005
55832,9524
22905,55041
1459,429
23397,55729
23345,4904
1994,5042
6745,9349
6209,6229
5300,5468
11060,80028
23310,54892
11190,6228
387893,8362
4923,4923
10765,22990
1660,5976
8470,57630
4215,5519
7381,7991
54919,2673
75296,55722
4759,64772
261726,79892
8543,11030
51562,80254
5432,1915
1080,81662
9416,8563
1346,6649
4691,51631
1946,23426
4794,5970
638,58191
11136,1717
8522,10291
51035,55666
2810,7249
3324,6492
84676,9099
2618,6829
1025,4851
10291,56949
104416,57594
5682,9406
9948,7086
128866,526
3945,5597
23253,152007
9342,541468
6144,7532
9933,1981
23522,7994
10808,8479
22144,127254
71710,9859
4817,389362
55273,84283
975,6223
1994,25840
1994,6319
26270,51061
2908,5468
23291,728622
26270,3073
2033,4904
6272,7094
77579,2314
6256,6597
23216,80258
3667,5562
51593,8220
2885,9229
4343,50628
4738,2130
204,125950
1762,7407
1051,6595
79839,143884
4869,6160
10969,6154
4000,5903
2534,4836
5702,5705
8726,80012
55832,6731
7428,3301
2805,311
573,10097
2908,221504
6908,6256
200728,9497
9694,56124
4772,5001
56902,64318
25824,22949
4914,23122
6169,64969
9354,1969
51564,55034
4914,5098
7328,6045
8655,123811
7428,1285
6837,9969
6780,3192
4914,3912
56891,83659
9702,80125
341947,6821
55337,386681
3178,22797
7412,7555
3316,5236
5159,156
26986,51191
67052,6879
10236,10946
11179,63891
5859,79444
9743,6714
3219,51297
8379,9747
7345,10987
6201,8663
1956,498
51547,10940
1233,9337
2741,9500
3106,5594
7168,81493
1994,1595
9402,2064
59286,818660
4914,1729
9351,25942
7536,9939
238,4001
3975,151254
7186,71
5450,84996
10614,1660
10598,440
801,76787
6733,7091
4609,7311
1282,7045
6189,6446
65018,5708
3303,5521
84284,10617
3241,386681
54707,5441
22930,57403
6737,6500
5209,5562
57730,149371
92610,92610
23582,51118
10592,11190
57697,80233
51503,84292
140458,5861
2623,79948
2335,5049
10482,6426
672,2175
580,10772
6193,10399
2267,64852
64601,116541
10254,55048
7080,5914
7334,25820
23097,7054
6117,5862
22995,5108
8743,8737
23047,23047
658,8216
11034,85451
96459,5564
3105,5581
672,4839
22981,26150
11165,79754
23243,23291
29979,56144
5583,80184
55646,84310
148109,478
57822,29841
10987,7295
6919,26031
4670,988
79701,27032
2232,2936
672,54433
4869,2886
51253,64951
2130,3068
10857,654364
29074,6224
1823,1832
10056,6202
11267,84656
3064,7175
8454,8886
2622,121340
26123,6185
54165,84790
25949,7536
2622,56850
2033,5468
213,6262
23512,10594
54472,23543
5915,7025
23133,996
10411,4928
4163,57332
232339,23384
26580,9883
3029,501
699,5347
78990,85363
1487,10742
10140,9125
1615,6885
1956,6499
5441,114041
3320,5901
10642,84844
9531,3064
3149,2937
2332,9533
4287,5705
9099,595
1407,8945
84232,10621
337966,353332
3973,821
4854,27173
84528,391257
23450,2040
2956,26057
79876,2108
3106,191
1017,694
2308,5925
2896,388818
6891,351
55810,132660
4223,6585
10772,6228
4343,5226
6143,6223
829,338321
495,950
4311,4637
3184,6130
2335,8368
166,85302
388697,4904
329,57088
5626,337879
433956,79874
10512,8828
7101,23199
5903,27341
3796,55885
705,84305
10477,10425
10242,351
8065,56995
5586,10970
580,5411
3635,1796
3326,51236
3192,728937
79172,6788
2130,3693
10975,7991
6714,6199
55052,801
10987,6207
23170,7319
2023,5780
23624,2885
10980,9318
11331,3191
1994,55437
3157,23089
1453,25865
3796,3796
9040,54778
59269,65125
10152,24144
10000,5590
301,308
10482,23165
1017,4644
150483,158
2064,9217
10252,83606
9802,56852
57606,729440
79003,11335
3957,7846
1823,84464
9328,386682
98758,9782
29882,11065
50626,81850
57819,6427
5584,2549
3437,3184
3694,7043
6168,8971
7360,3336
6790,55614
4881,5140
9641,10241
6622,1500
1650,3183
19052,3070
2181,6319
1894,9520
79791,50855
4670,5356
3184,54922
85302,5108
8092,9022
5599,8795
25898,6233
202559,2266
9610,10483
583,4188
3293,6783
1410,836
218035,57617
64114,124975
51259,79073
9531,9688
10152,83444
4311,6156
7251,57532
8440,4301
3856,192666
51366,51366
5579,3551
335,128876
3671,100302090
4848,6760
6440,664
3219,23281
1994,9673
79622,80258
10910,4215
51207,90
4692,1869
64601,168850
4149,50944
5689,51149
5702,539141
11128,29093
10152,145483
3837,6607
4914,8899
83900,117144
90957,386682
27316,6628
26270,4001
1630,6194
6218,6235
19046,7798
945,5781
9736,29978
1649,571
8022,119369
7412,5515
23512,10142
154,85366
126129,2181
70405,4645
4853,29893
8829,7423
1947,1956
3921,6171
4292,1937
3853,9146
233908,5499
4843,444
60491,79839
51073,51253
29108,5899
10915,51362
4193,5923
79885,24144
80349,5335
5563,201163
71819,11331
7186,25959
10494,373
10921,9416
6613,84141
112399,6478
3178,7284
1665,51116
3024,9904
6895,6734
4914,9958
6135,6897
11091,1894
9139,51101
853133,4928
5025,23065
896,1028
26003,5861
10523,159195
6693,960
940,5296
12166,7384
229,25828
2130,5111
70405,7168
7106,375791
8456,6493
23291,8192
3956,920
29803,3066
154,4697
115817,387264
8139,11329
1020,81565
79159,400506
1660,9868
140460,2243
11249,84059
11164,11164
4739,23294
65008,9232
6605,440295
8454,4673
8976,2885
84330,26098
219541,7112
116840,7840
165918,7323
23304,5066
6749,56616
23673,51222
4233,5580
6117,2976
1017,226
5058,4214
10987,200845
7157,7403
3875,9146
68549,5529
4609,80097
353140,386680
1026,8851
6119,23016
3423,4669
5522,8826
149371,285753
701,1062
5885,6147
54892,29101
79717,79717
10514,117246
5567,5577
6128,6133
92703,351
2058,57835
1457,4928
23039,373156
9641,9475
6733,11338
6601,4361
55226,6136
9559,10802
59307,3654
6887,84105
8407,25932
23601,51651
79650,81609
3691,5450
6327,23233
27161,55161
8453,6428
6319,51144
57187,27109
57118,8883
6908,2961
66489,11103
84330,337973
7534,140
57697,351
147339,391257
7316,4057
5626,140258
25949,9589
409,6295
813,1627
6272,201626
6472,9064
10474,23253
16341,4736
1984,23499
5908,54433
15194,4716
10236,51645
26747,2824
75608,3728
10159,1368
116540,51253
8503,124783
3055,5710
7088,3146
3398,7737
10492,1994
13006,23244
9319,136853
4498,84651
10056,8473
60,55093
142,3306
7572,10813
2260,6654
1649,7597
5347,891
3858,4193
16,60491
155030,4134
80231,121260
114294,23107
2811,2317
10240,64928
348738,5910
2885,92521
51690,57187
8266,9554
192159,10421
3920,6294
80262,6318
9639,22820
108000,3182
177,4690
1622,60490
3880,89884
6137,83939
26528,378
3611,6748
94186,81873
3148,3783709
56257,10644
51077,387778
274,5337
200728,54901
54870,57644
7533,8883
4914,3185
10056,3932
7681,54906
6124,51121
158,159
374654,93594
10767,55215
26965,8569
34,80724
3320,27330
10742,351
23673,662
10392,841
7514,5431
160298,6643
2521,9325
23450,8087
7324,7326
1826,5058
55832,3326
6229,7024
9218,2632
998,9632
3320,6767
118813,7879
26239,337968
866,1284
6628,6629
5347,9701
3866,154796
1891,34
6272,64282
56259,6631
221830,51082
51497,2948
8548,11043
821,55705
1994,22985
8518,26610
3301,1047
760,9498
19385,51397
10226,10785
6310,65268
7185,137209
9146,9832
27287,414927
155871,4869
2669,57511
2908,6741
10514,6217
50875,2934
55704,8841
26524,9223
230,1854
3376,4134
11461,79180
58511,55062
3856,65084
6657,1044
6386,80013
2770,6801
5213,8789
8864,114823
51547,4627
2104,3801
10476,55847
2275,51133
2299,440461
23132,2908
20595,6510
10207,51564
3215,258010
8241,220108
1994,8087
348980,10021
1948,23239
7375,5932
9146,55917
23451,5496
23322,1503
6117,50485
355,1400
659,722
2796,2798
3423,64146
2219,728378
301,322
4914,5315
5597,5602
6993,10294
3607,25855
81850,100526836
147341,440051
55069,56061
6904,7170
74107,25978
5719,23418
387,22129
379,7088
7572,1937
3607,79142
64395,79571
7760,8543
3309,5688
3320,9306
10989,23451
163,9883
8841,1616
23327,4088
22919,146909
5728,7525
9820,9688
6500,4793
3561,440050
1655,4904
7027,1869
6876,2026
163183,8323
23411,291
11190,6205
2146,23367
3312,3921
254827,64837
69654,10671
16709,3009
3303,3689
5300,154796
351,5067
8789,8789
5602,6464
6155,6130
51263,51649
514,513
7545,150197
29093,51116
12412,283489
2885,7082
3184,5245
9694,10421
5626,222642
10540,27342
4867,2317
1937,1937
11331,5976
79159,7743
22954,7336
5562,12876
6631,440461
5597,3329
9782,2130
1022,5604
12236,246184
805,80726
84191,5426
6202,84298
5683,55294
51631,6138
11064,5713
27336,51747
7128,10616
6143,6184
10772,79084
3020,79595
8452,509
166979,4123
1173,3304
23474,55791
5577,5577
1410,3906
11077,151254
6769,7531
50,481
861,1997
1454,4950
131450,29954
80233,80010
5940,84342
342538,7415
6158,9221
4609,4702
6657,57510
3850,3852
55740,55740
337972,386684
3708,7353
7014,10549
4692,117178
4904,6195
2099,7150
9441,6875
9295,9410
7827,23607
58190,347688
2960,351
64061,162239
9738,79598
7185,340359
3320,150275
152185,55700
7979,5701
7916,26003
5977,8289
84464,85476
11043,162968
5204,7278
89780,55844
2752,10401
835,637
10285,6628
1646,1109
10239,2647
5565,51608
6657,5062
2318,57159
8493,26035
9318,22929
6732,284451
9802,57088
26206,287015
5436,7134
10458,387
26003,7358
7412,8364
57786,127665
80818,10419
2033,2959
389421,26024
2801,200081
25,5027
25962,79948
1408,672
3320,6129
3312,3646
2639,80724
30009,57474
23786,403313
10318,286514
1339,6182
7514,84327
7532,9839
811,3133
7133,9532
25988,6434
7532,9685
2110,4707
4637,10768
10921,6280
57187,9785
25917,55737
10797,2356
9531,28796
51324,66036
10285,29105
4831,4833
6850,6199
1994,6134
22981,55835
3297,2547
7514,55071
7532,9967
5501,6478
84688,27249
2335,124801
6874,4676
1759,6453
10114,7026
3707,5578
6767,11034
6119,10890
5501,595
4809,51755
55131,6949
10594,55596
6780,11051
130940,4188
975,10189
7568,8687
7681,79843
9984,10640
1187,8022
127665,284001
23299,55285
6449,643008
11067,4188
10290,351
9515,100363620
301,6175
28998,55173
406,1407
8554,8554
79577,54623
2067,4436
5987,23473
3835,10421
3183,55094
10952,8266
84248,5064
2752,6996
155908,3017
284086,25843
65005,6150
4085,57539
4961527,4899
3187,56949
81629,83719
4343,3329
29079,9685
5016,6779
51678,5393
10651,4580
990,4171
580,7185
84959,3861
8139,399687
10492,6341
708,10884
2257,10320
138151,5928
1511,142
8339,151648
353144,388677
85451,9741
8175,79002
6301,790
5111,3622
1399,9870
51503,51690
64965,64979
4487,7341
3183,3185
55226,6152
51100,6714
10111,60
1994,23762
4713,7388
3428,2703364
773,5046
7343,6908
7181,1786
1026,85409
7336,51569
8450,10935
22826,9584
26206,146325
9129,6633
4171,7314
6615,8841
4914,11128
3320,7268
3608,4171
3178,3609
5705,8687
7529,4215
10514,51631
1388,10069
2878,84264
64170,84445
54941,114327
6154,7284
92342,10575
4116,3313
5621,8404
4807,5721
4103,374659
3059,58
8350,55023
7013,28964
6399,60684
7514,1453
5886,3312
988,284058
4734,6548
7112,7283
5582,57610
2010,4023
7979,79596
6199,10971
54764,55179
12235,54822
26747,10059
1347,4519
1838,80254
80351,2888
64838,63917
11331,55226
12235,699
23144,55037
2525,84102
5467,4193
4297,6598
4184,5359
54544,85285
2521,3021
6386,54512
1051,6196
2275,57498
5580,2185
1454,5495
81833,57143
4841,8352
1889,3827
8663,9669
84524,85437
3007,9045
55802,9319
25855,3312
3320,57565
3236,6278
1278,5154
23409,3329
2848,56729
81488,5435
8878,5649
152007,857
4343,7458
9958,342096
5089,6124
6157,6159
23583,337959
29906,57190
57521,9675
54881,6191
5970,6233
222235,6165
2521,80174
5211,5567
80125,386682
4188,7142
5566,5782
6774,55916
4105,149473
10521,6434
1386,3630
84688,150483
1639,5862
1660,79002
8027,10273
5814,3575
116841,285753
1000,9045
4519,4723
65123,57508
8560,9669
10969,10284
6229,7416
219541,9968
5886,835698
83493,23588
59271,54762
658,7138
10750,3932
3006,11091
5879,29109
8092,91975
7536,7919
162,162
3178,3159
1119,162466
6714,1947
5796,79937
6118,84284
9802,90637
7329,10594
55166,440686
10481,4211
155348,1729
3281,54535
5680,26330
1854,22978
654364,6876
6202,84524
50813,5587
1856,64396
10211,51280
89885,92736
57617,57617
8290,84181
919,940
4087,6497
23524,56852
3039,3106
80817,54839
162,8907
64802,84901
84617,5093
167691,80173
3885,3888
2316,58529
4914,200081
8449,57594
23028,79813
10318,5594
1173,324
6164,6158
6464,2099
80179,26037
3676,6158
2175,6950
7572,84060
60678,5430
207,56924
4171,440689
2705,857
11103,6139
23112,10498
222484,23089
3014,6129
23650,11043
51184,84464
4715,7381
2033,10514
9500,51148
80700,10801
200728,11336
11346,4659
9868,340061
23281,54461
8626,259266
1822,55835
23641,5552
1956,23650
3215,8826
116228,84300
9500,10865
6188,9533
55689,112869
9099,79656
8661,6307
4093,8761
22916,23082
7158,8351
23581,823
23363,7536
5930,830
320271,1408
79760,26871
1302,4921
2800,11178
7353,80700
8624,30844
1476,84324
9841,64061
51340,57819
4904,6141
3782,351
55602,1278
81555,54929
57521,57521
10207,3759
83899,386675
29883,983
7114,127933
10250,7153
9218,10970
29123,6498
51755,8899
26019,8662
4087,8289
5684,1152
8440,57556
9908,9883
112399,10253
5338,81822
399687,286262
6158,6189
92342,6627
6314,6881
10627,2885
2580,9632
6118,10286
8161,7597
55362,8638
132228,286006
5885,6135
1191,84557
23363,7415
54903,27077
3315,248
232339,79848
24148,6651
13385,868
1642,2491
6045,9791
23450,3055
3763,332
70767,6169
1457,64704
2622,57511
6670,7080
1288,5270
10540,7171
8674,9342
818,51119
1025,3178
6014,7414
5469,112950
54443,4660
5443,84807
51009,9694
25929,79833
9020,836
9846,7535
26051,54906
5914,7155
4331,51127
4702,23028
10268,7433
23790,10211
23005,79868
4236,4809
5499,6830
12340,10671
5294,5987
998,2108
7311,57088
80347,158405
3800,57801
10201,1854
5728,6093
6136,6227
321,9746
51639,64783
7316,55746
56302,51444
6134,10771
10202,8344
3006,5591
2074,7874
1915,6170
7316,6133
26952,337970
6143,6224
11338,8241
57703,8559
5110,10063
5116,84769
10651,11331
6631,79228
3850,51297
10482,11340
57162,7189
9820,10575
154,55333
57504,3065
2908,5799
9971,8648
51204,440295
56650,10195
25983,57050
8452,6748
10059,7431
471,654364
3608,9814
10525,7189
9319,283638
55093,162333
8065,1938
84902,301
1153,9343
6185,2531
8985,23351
284827,388677
5465,3320
8886,84172
6997,79018
54984,6142
991,6790
6156,8453
51703,162427
4869,83743
84456,7514
55832,821
27292,6191
2035,5037
55954,6637
11091,351
852200,10133
170062,202243
3889,386675
6597,6599
51143,5706
8498,5471
4087,66894
23524,26121
83983,8350
116940,57129
4869,64151
1803,6387
8676,140710
1039,339005
1072,5337
96764,5469
7534,8330
64770,55142
56455,29966
2799,8942
1956,26270
3202,55170
4163,4528
1742,2885
2300,8243
5867,3741
10456,8664
220988,22938
4103,8087
2815,83899
22827,83443
51602,10607
3476,10627
8560,6566
56334,3914
58511,51148
4343,60386
6890,22820
22976,653602
4436,5139
19039,51547
4914,25923
369,1655
3198,125115
975,6128
8209,2744
5469,6721
51552,80223
57703,6432
6119,10521
382010,10615
6778,6773
2997,79768
373,166979
1994,22921
8826,87
5863,448834
53981,55339
3054,8819
2962,2068
7417,4702
16341,4869
4088,26056
2483,5411
92344,51478
8452,8202
51272,1314
6881,9328
8607,55181
11112,18
4171,55346
216,51733
55092,201266
26999,838598
23435,9836
10640,5898
143686,23077
2893,2890
5599,5894
6141,8344
7634,30850
2810,55749
4288,11335
9039,9978
10289,8661
55294,10212
38961,1956
10988,5594
8270,6921
27124,5330
7316,1107
10921,51645
79037,23654
6202,5813
668,79590
55835,7840
284390,386682
218,284273
5071,6137
5802,8499
51073,64976
7161,23093
5595,7153
2965,5438
8454,6202
9638,23286
1026,84467
3216,6943
1435,7124
394,8153
374,3383
25894,55048
51222,140710
292,6218
20586,5925
644619,57106
71711,54676
4686,1778
23065,55831
20877,79038
64324,8359
26747,6804
8468,8468
6118,10992
26260,2934
30008,202051
55294,9477
55094,60625
2931,9826
8115,8887
4343,9921
10010,3326
3320,3742
2787,2782
6406,23127
3172,5465
9782,80742
152185,55037
11345,113146
3190,6294
7185,58529
10120,2934
4887,6002
344558,5879
367,5829
22907,51202
23013,6662
55114,3932
6721,10956
30812,8433
100008736,57111
2703458,7486
8720,3066
8607,2091
103733,372
3164,6256
7412,10146
1915,5583
80817,115106
11030,84662
3184,1736
10682,388633
22821,84986
5599,891
5879,6548
116840,9125
9093,5921
2304,7407
10286,1655
54474,388677
27034,593
2778,4925
26121,6432
8503,84456
23144,9188
10979,501
5563,7988
55211,85403
6579,79849
26520,1678
238799,79039
11154,27333
10921,9360
5358,8793
2261,116985
6047,79943
5566,10645
8932,25942
7329,648
6383,2036
222484,387914
4653,3514
29107,5901
84365,983
26092,7295
165904,10529
10514,6168
6670,5501
23204,522
5962,3336
2058,6207
7533,9454
55671,9219
221150,2665
155030,6050
670,84193
80314,8607
975,6187
7542,64581
64969,85302
4961527,2273
58500,84140
115708,51605
9584,6733
6696,130813
26270,5983
4725,4541
6314,1406
10492,220988
7412,226
26270,4233
6786,57620
2890,5568
5581,70
2185,5921
54960,6607
2783,654364
9659,89953
6418,6944
6491,9632
6449,51661
56292,80155
9611,688
23265,54535
4149,22880
8891,10643
92421,29082
4174,2318
80230,1778
12462,10576
10075,7280
10488,6189
3662,639
26986,30968
13191,830
51637,55818
3838,51366
11346,9828
708,64969
23560,9329
23632,9735
26554,4731
6442,6449
2072,4436
51259,79796
10131,22827
66661,51491
27236,342574
3383,8665
274,9185
2335,80155
23201,553115
209416,7874
10868,9972
64282,9275
23005,140258
12166,55706
10589,2965
51548,4000
4524,6470
467,467
79005,340602
4589,55568
54894,7314
283237,11065
9657,7057
84062,7260
26123,54407
6202,79954
10499,1749
8356,8367
4842,51070
5499,6790
94,25805
3198,10572
5599,322
4109,151903
55466,2078
2931,66201
9391,79577
3609,55699
3183,4736
55165,147372
8412,29028
80778,388818
9179,3159
51259,10427
672,7153
699,55684
32,5563
27258,3187
975,3631
51377,5713
9851,93594
3268,351
140690,54496
54331,10681
6502,6929
5358,6647
57553,81876
2091,3836
5993,6223
142,81027
23371,84970
10919,51274
5091,1315
4522,6165
208,677
387,5568
94122,114800
55212,8195
2057,5788
5598,5203
84708,92610
23054,5469
11035,3309
6424,26057
4188,84527
3178,51574
192669,10454
65109,51729
5354,811
4233,5796
23028,60492
6158,7321
4914,7167
9577,23770
4914,9774
22088,2319
3068,23
8887,9516
11144,26003
2672,9463
51639,6432
10383,526
4004,9463
10714,7153
988,27316
2077,4223
403313,664
51747,9128
6426,7448
8139,8241
90379,9414
66489,6217
10342,5317
4093,27043
2289,55086
55227,1400
53347,1956
286128,63893
10938,8772
51253,51258
6993,170082
9260,801
10482,3842
10985,6141
55681,6125
2091,8342
127540,386684
401,6667
7106,23149
4791,6421
76843,1642
9702,6181
10846,112
23390,54518
27302,124975
3000,5145
2146,23196
1612,6804
3007,6155
26270,84154
8667,27250
322,1729
4137,3312
28964,8411
3608,4999
6293,9618
5376,653166
7295,56893
56931,11267
6045,5885
23612,25814
51184,49860
8850,3832
23411,1459
4791,6229
5289,30849
3646,7419
5499,6804
4914,178
55629,51031
119587,4093
23,23421
2869,1643
472,4898
7791,9564
54971,55083
10477,8451
29110,22870
6188,8349
13194,2072
11283,1557
55832,6426
10393,51433
23468,396
8481,8178
7965,2058
22920,1282
3607,3066
4843,5701
2869,805
2822,3091
583,95
3842,4928
55247,222194
66354,56949
56894,286499
6045,80224
5728,6207
1956,203068
9045,117246
1994,3775
668450,701
64282,10180
6173,7307
7428,9320
23291,1496
11065,4085
1080,6280
3117,256471
54888,54974
2046,5294
52563,10174
4110,6500
10569,27316
3091,2274
5970,9043
10436,6205
64425,84172
4671,56616
25998,7317
26292,29803
64928,63931
4914,55210
81789,51188
155971,10146
6780,381
4299,84444
23451,50628
6251,28989
440145,8237
84707,85294
84930,84725
9040,8883
57142,10449
4851,6938
4809,57461
6272,4803
59,51116
163786,55125
53918,353323
2801,285093
5027,84656
220594,7053
1159,3692
1956,10480
4172,7534
7316,7707
26270,408050
3843,3836
10075,6146
6170,6218
66661,6122
80143,54922
6461,3791
9076,9076
3315,33226
7150,7341
27285,64946
5997,79890
975,6188
399687,55589
4174,4736
7415,6737
19173,56926
1892,5093
7316,801
5519,308
9625,3301
10098,154807
7462,5335
7764,1487
29128,8882
956,2054
80342,85369
5890,8362
9513,148281
8405,8405
301,8664
10900,84708
92345,6884
70,7414
213539,22994
5580,80011
5576,5576
8856,5931
7185,93426
892,9477
293,6122
7014,6015
13542,29117
83987,55706
11331,26354
7412,6386
23345,54881
10586,4212
26015,2962
125972,1203
1857,10174
53339,2331
5966,58524
55697,81606
8353,27148
5071,5984
8208,5111
5936,6130
23020,837
2932,602
3371,3678
11101,6839
2597,8536
8454,26893
26123,4925
10112,90161
2224,22929
324,3493
7316,851024
20479,523
6464,3861
68183,51340
2035,539
64795,57610
7414,5536
580,5888
672,5178
51162,124790
4738,6432
5300,257397
4049,10376
6472,1736
3579,56935
10075,10130
5828,7088
3835,10989
4089,1499
1662,79039
4637,4790
1452,9919
214597,55004
57599,57621
9260,7189
138046,645455
321,6812
24144,3178
978,8456
238,8621
79734,80169
5468,7874
53598,59349
25886,6241
4171,22868
10482,439921
51035,580
4681,59349
84295,1108
57639,145282
51318,51642
988,119392
9188,6228
11938,539
2521,3837
7024,9600
1616,9361
66131,4172
50628,79885
3068,9555
11140,3276
75767,8500
22914,22914
223626,6703
5578,9260
3704,8833
327,58533
55746,51741
3887,342574
2335,8359
8450,6224
26574,4137
6993,7159
26973,84661
1314,23450
224,84532
23291,25831
9045,9816
1616,79812
10197,51605
126328,4707
154,23435
84292,140730
9521,6147
136371,6921
51547,4134
55816,5979
5568,9590
64859,202559
26984,55248
3320,8664
1639,10615
1915,8565
2054,4815
57594,116092
23327,55651
7869,388677
409,2316
23063,23063
23382,5710
1956,805
19,8772
2263,5335
1017,64710
55536,7421
10768,9406
5162,5165
56289,51008
110809,6634
5600,596
22938,6631
66489,6206
7316,6205
6228,81027
56893,6256
29896,1453
4914,7086
1020,5604
6875,6872
5987,115426
100129842,6721
1230,79165
3934,252969
23607,4893
1187,375791
23005,386677
2801,4005
5372,5870
2957,3636
4791,8945
10449,7532
83483,2530
7132,8738
4782,57154
52563,64146
23476,5469
440023,440050
23345,6188
9839,10980
26227,7334
4541,4716
4343,23532
2885,790
1915,6125
3009,9111
10482,29888
10640,53916
7157,8131
55157,6118
5689,5709
81910,9188
70405,79180
19172,79073
1454,28966
10159,10488
2353,10221
8735,6840
79600,57655
4223,54849
1650,3692
550,84447
7158,64682
440738,11345
22913,6224
10884,128308
7184,6400
57520,3963
166,91544
59288,10671
1017,440
4507,8407
5110,958
57187,6426
10980,340578
1649,8061
10643,10713
3735,6125
143098,64398
10750,3815
10381,829
200728,11311
83901,340359
3320,815
79074,51637
9716,9785
10419,55705
1084,6714
55660,94104
4619,8467
25489,57048
11338,2035
3192,10557
4914,26043
2091,22984
326,9688
23363,5394
1195,91746
51719,51765
9252,4091
10269,4259
11284,7520
1017,1823
5796,153642
51202,6187
8242,57819
10483,54658
55655,7014
55707,1175
60680,388677
951475,10383
26354,6222
8452,4172
140462,308
115825,80230
80818,55170
55885,80856
9028,8916
7529,25
22907,9329
6651,7726
4809,9416
5071,4191
56254,83878
115752,10767
7295,7001
57337,6613
53598,54433
9025,9025
85025,653166
8452,10215
66313,22881
51343,9024
4163,6152
8481,8409
26232,9978
10513,353116
10289,6727
9802,78990
63894,228545
11224,3178
26959,2033
6606,9362
4835,57554
1487,3215
339229,79979
103573,8812
983,4288
10482,80207
3149,9601
201626,5229
64750,10432
4163,7169
1026,6217
55352,8370
57639,200081
11140,51631
5993,3066
3480,8411
10643,5094
9218,91452
1398,1793
8563,80095
10295,1070
200728,162
347733,81027
66489,51642
7879,57617
54955,342096
29934,5300
388969,8544
2033,4171
4236,9984
54737,3054
1994,83606
3284,6667
10667,85293
11030,337879
5702,5694
55388,653121
8850,8338
25923,6891
1748,6159
5080,134526
54955,124590
3885,23479
10018,5595
10482,7386
322,7024
7376,6447
2801,199720
10241,10922
3550,51755
10002,3065
1459,857
5217,29109
6134,64005
57154,85015
124783,342666
6629,266812
27161,79084
4094,3066
6146,8341
10291,57187
6122,6205
85302,93323
51547,7203
3292,6783
81855,6844
10642,51116
224,84735
134430,28987
3783709,3843
1962,27034
3007,6168
55920,998
11224,1994
2520,7018
11315,5071
6137,10573
5886,820284
5431,92105
408,1975
5331,5335
22907,6168
9020,4791
27335,6141
1313,8767
18817,5905
10144,4208
56532,8878
309,5245
9796,4731
773,6160
10492,57418
1019,4171
8328,10611
11461,3710
92342,10576
1660,4686
5682,79734
10980,4069
220988,9092
10482,29927
5089,8496
9040,8452
6232,6194
8996,8996
26258,149371
7514,8546
1994,221078
5781,3716
3310,5971
23327,782
672,79039
11064,10464
6386,54550
6124,6232
